Gene,m1,m2,m3,m4,m5,m6,m7,m8,m9
0610005C13Rik,0,0,0,0,0,1.457008575,0,0.782116182,1.015131654
0610007N19Rik,17.49138924,3.09003321,5.403121624,10.52755229,4.275609444,7.285042877,6.494796828,6.256929455,4.060526617
0610007P14Rik,173.0726936,181.2819483,150.2067812,182.7965897,142.8053554,116.560686,117.834171,120.445892,140.0881683
0610008F07Rik,0,0,0,0,0,0,0,0,0
0610009B14Rik,0,0,0,0,0,0,0,0,0
0610009B22Rik,87.45694621,76.22081918,81.04682436,79.43516726,81.23657944,71.3934202,84.43235877,91.50759329,78.16513738
0610009D07Rik,313.0038075,284.2830553,258.2692136,306.2560665,228.3175443,206.8952177,188.349108,193.9648131,193.890146
0610009L18Rik,23.93558528,21.63023247,29.17685677,22.96920499,32.49463178,18.94111148,12.06176554,15.64232364,10.15131654
0610009O20Rik,273.4180318,225.5724243,224.7698596,198.109393,207.794619,170.4700033,160.5142645,171.2834438,174.6026445
0610010B08Rik,0.920599434,0,0,0,0,0,0,0,1.015131654
0610010F05Rik,476.8705067,398.6142841,380.3797623,187.5818408,340.3385118,320.5418866,343.2964038,361.3376761,382.7046337
0610010K14Rik,45.10937226,43.26046494,58.35371354,49.76661081,51.30731333,62.65136875,53.81403086,42.23427382,42.63552948
0610011F06Rik,74.56855414,97.85105164,81.04682436,111.9748743,90.64292022,80.13547165,64.94796828,66.47987546,59.8927676
0610012G03Rik,196.0876794,178.1919151,119.9493001,171.3119872,132.5438928,100.5335917,135.4629053,118.0995435,98.46777047
0610012H03Rik,0,0,0,0,0,0,0,0,1.015131654
0610030E20Rik,55.23596603,57.68061992,63.75683517,68.90761497,80.38145756,100.5335917,100.2054368,126.7028215,89.33158558
0610031J06Rik,50.63296886,106.0911402,69.15995679,109.1037237,85.51218889,67.02239447,95.56629619,96.20029038,96.43750716
0610031O16Rik,0,0,0,0,0,0,0,0,0
0610037L13Rik,157.4225032,146.2615719,138.3199136,116.7601254,121.4273082,122.3887203,155.8751239,111.0604978,135.01251
0610038B21Rik,0.920599434,0,0,0,0,0,0.927828118,0,2.030263309
0610038L08Rik,0,0,0,0,0,0,0,0,0
0610039K10Rik,0,0,0,1.914100416,0,0,0,0.782116182,0
0610040B10Rik,17.49138924,9.270099629,4.322497299,7.656401663,9.406340778,5.828034302,4.639140592,7.821161819,10.15131654
0610040F04Rik,0,1.03001107,3.241872975,5.742301247,5.985853222,0,1.855656237,7.039045637,3.045394963
0610040J01Rik,10.12659377,21.63023247,21.6124865,22.01215478,16.24731589,5.828034302,9.278281183,18.77078837,16.24210647
0610043K17Rik,35.90337792,35.02037638,22.69311082,33.49675728,23.088291,32.05418866,18.55656237,28.93829873,14.21184316
1100001G20Rik,0,0,0,0,0,1.457008575,0,0,0
1110001A16Rik,39.58577565,60.77065313,62.67621084,67.95056476,49.59706956,45.16726584,40.82443721,41.45215764,41.62039783
1110001J03Rik,65.3625598,82.40088559,79.96620004,89.00566934,48.74194767,43.71025726,51.03054651,52.40178419,66.99868918
1110002L01Rik,35.90337792,23.69025461,24.85435947,36.3679079,22.23316911,20.39812006,18.55656237,17.98867218,25.37829136
1110004E09Rik,84.69514791,105.0611291,77.80495139,64.12236393,65.84438544,74.30743735,98.34978054,91.50759329,96.43750716
1110004F10Rik,116.9161281,165.8317823,123.191173,214.3792466,135.9643803,131.1307718,118.7619991,131.3955186,140.0881683
1110006O24Rik,0,0,4.322497299,1.914100416,0,2.914017151,0,3.91058091,2.030263309
1110007C09Rik,23.93558528,22.66024354,11.88686757,12.4416527,11.11658456,10.19906003,13.91742178,20.33502073,16.24210647
1110008F13Rik,214.4996681,218.3623468,223.6892352,252.6612549,211.2151066,205.4382091,188.349108,176.7582571,197.9506726
1110008J03Rik,47.87117056,75.19080811,77.80495139,83.26336809,40.19072878,29.14017151,35.2574685,52.40178419,43.65066114
1110008L16Rik,45.10937226,40.17043173,38.90247569,38.28200832,38.480485,37.88222296,54.74185898,28.93829873,41.62039783
1110008P14Rik,202.5318754,192.6120701,168.5773947,244.047803,96.62877344,126.7597461,92.78281183,103.239336,113.6947453
1110012L19Rik,38.66517622,21.63023247,17.2899892,35.41085769,26.50877856,21.85512863,20.4122186,24.24560164,14.21184316
1110015O18Rik,1.841198868,1.03001107,1.080624325,0.957050208,1.710243778,0,0.927828118,0.782116182,1.015131654
1110017D15Rik,4.602997169,9.270099629,2.16124865,8.613451871,5.985853222,2.914017151,3.711312473,11.73174273,8.121053234
1110018G07Rik,1540.162853,1748.958797,1682.532074,1562.86299,1245.05747,1624.564562,1522.565942,1302.223443,1256.732988
1110019D14Rik,11.96779264,9.270099629,16.20936487,10.52755229,11.11658456,13.11307718,12.06176554,13.29597509,10.15131654
1110020A21Rik,10.12659377,4.12004428,3.241872975,5.742301247,1.710243778,1.457008575,0,2.346348546,3.045394963
1110025L11Rik,0,0,0,0,0,0,0,0,0
1110028F11Rik,0,1.03001107,0,0,1.710243778,1.457008575,2.783484355,0.782116182,1.015131654
1110028F18Rik,0,0,0,0,0,0,0,0,0
1110032A03Rik,112.3131309,123.6013284,110.2236811,83.26336809,114.5863331,91.79154026,102.9889211,85.25066383,103.5434287
1110032F04Rik,132.5663185,95.7910295,103.7399352,101.447322,47.88682578,34.96820581,49.17489027,61.00506219,69.02895249
1110034G24Rik,44.18877282,56.65060885,57.27308922,57.42301247,50.45219144,42.25324869,54.74185898,37.54157673,31.46908128
1110035M17Rik,1.841198868,1.03001107,1.080624325,3.828200832,0.855121889,11.6560686,3.711312473,10.94962655,2.030263309
1110036E04Rik,0,0,0,0,0,0,0,0,0
1110037F02Rik,506.3296886,481.0151697,592.18213,510.1077608,609.7019068,676.051979,601.2326207,534.9674684,562.3829365
1110038B12Rik,31.30038075,26.78028782,28.09623245,28.71150624,40.19072878,36.42521439,32.47398414,23.46348546,42.63552948
1110038F14Rik,60.75956263,55.62059778,42.14434867,72.7358158,57.29316656,48.08128299,52.88620275,46.14485473,48.72631941
1110046J04Rik,9.205994338,5.15005535,6.483745949,4.78525104,5.985853222,8.742051453,7.422624947,5.474813274,11.1664482
1110051M20Rik,608.5162257,578.8662213,511.1353057,583.8006268,431.8365539,380.2792382,404.5330596,367.5946055,337.0237092
1110054M08Rik,3.682397735,8.240088559,11.88686757,14.35575312,12.82682833,11.6560686,17.62873425,14.86020746,11.1664482
1110057K04Rik,200.6906766,235.872535,207.4798704,196.1952926,206.9394971,201.0671834,207.8334985,199.4396264,237.5408071
1110058L19Rik,80.09215074,117.421262,92.93369194,92.83387017,87.22243267,75.76444593,70.51493699,61.78717837,98.46777047
1110059E24Rik,155.5813043,136.9914723,132.916792,74.64991622,140.2399898,93.24854883,90.9271556,86.81489619,109.6342187
1110059G10Rik,94.82174168,88.58095201,84.28869734,69.86466518,86.36731078,52.45230872,95.56629619,65.69775928,79.18026904
1110059M19Rik,0,28.84030996,0,0,0,1.457008575,7.422624947,24.24560164,23.34802805
1110065P20Rik,159.263702,174.0718708,142.6424109,165.569686,132.5438928,115.1036775,159.5864364,102.4572198,110.6493503
1190002F15Rik,1.841198868,1.03001107,4.322497299,0,0.855121889,0,2.783484355,1.564232364,1.015131654
1190002N15Rik,387.5723616,373.8940184,445.2172218,279.4586607,251.4058353,228.7503464,329.378982,341.0026553,266.9796251
1190003J15Rik,1.841198868,0,2.16124865,2.871150624,2.565365667,2.914017151,0,5.474813274,2.030263309
1190003K10Rik,0,0,0,0,0,0,0,0,0
1190005I06Rik,22.09438641,42.23045387,25.9349838,34.45380748,17.95755967,11.6560686,15.77307801,25.02771782,12.18157985
1190007I07Rik,7.36479547,8.240088559,10.80624325,12.4416527,5.130731333,11.6560686,12.06176554,9.385394183,13.19671151
1200011I18Rik,470.4263107,511.9155018,486.2809462,461.2982002,476.3028921,419.6184697,455.5636061,423.9069706,441.5822696
1200014J11Rik,168.4696964,135.9614612,121.0299244,107.1896233,158.1975494,173.3840205,182.7821393,189.272116,163.4361963
1300002E11Rik,8.285394904,12.36013284,19.45123785,16.26985353,19.66780344,48.08128299,23.19570296,39.1058091,38.57500286
1300002K09Rik,0,0,1.080624325,0,1.710243778,1.457008575,1.855656237,0,0
1300015D01Rik,0,0,0,0,0.855121889,1.457008575,0,0,0
1300017J02Rik,0,0,0,0,5.130731333,0,2.783484355,0.782116182,0
1300018J18Rik,140.8517134,154.5016605,140.4811622,169.3978868,148.7912087,126.7597461,119.6898273,107.1499169,122.8309302
1500002O10Rik,0,0,1.080624325,0,0,0,0.927828118,0,0
1500004A13Rik,67.20375867,50.47054243,69.15995679,50.72366102,65.84438544,85.96350595,64.02014017,64.9156431,53.80197768
1500009C09Rik,305.639012,326.5135092,246.3823461,376.1207317,252.2609572,202.524192,237.5239983,237.7633193,257.8434402
1500009L16Rik,57.99776433,51.5005535,44.30559732,43.06725936,49.59706956,33.51119724,21.34004672,39.88792528,27.40855467
1500011B03Rik,422.5551401,369.7739741,356.6060272,441.2001458,461.76582,345.3110324,303.3997947,276.0870122,261.9039668
1500011K16Rik,126.1221224,168.9218155,149.1261568,138.7722801,119.7170644,68.47940305,79.79321818,99.32875511,96.43750716
1500012F01Rik,108.6307332,108.1511623,110.2236811,135.9011295,123.137552,157.3569262,122.4733116,124.3564729,96.43750716
1500012K07Rik,0,2.06002214,1.080624325,0.957050208,0,1.457008575,0.927828118,0.782116182,0
1500015A07Rik,41.42697452,17.51018819,50.78934327,32.53970707,50.45219144,30.59718009,33.40181226,37.54157673,35.5296079
1500015L24Rik,0.920599434,2.06002214,1.080624325,0,0.855121889,4.371025726,0,3.128464728,4.060526617
1500015O10Rik,6.444196037,95.7910295,0,3.828200832,5.985853222,0,15.77307801,107.9320331,122.8309302
1500016L03Rik,0,0,0,0.957050208,1.710243778,1.457008575,0,0.782116182,0
1500017E21Rik,1.841198868,4.12004428,0,1.914100416,2.565365667,1.457008575,3.711312473,2.346348546,3.045394963
1500032L24Rik,289.9888216,311.0633431,295.0104407,300.5137653,213.7804722,193.7821405,213.4004672,200.2217426,189.8296194
1600002D24Rik,0,0,0,0.957050208,0,0,0,0.782116182,0
1600002H07Rik,69.04495754,36.05038745,42.14434867,40.19610873,39.33560689,26.22615436,29.69049979,43.79850619,36.54473956
1600002K03Rik,11.96779264,9.270099629,29.17685677,15.31280333,11.11658456,10.19906003,9.278281183,16.42443982,15.22697481
1600010M07Rik,0,1.03001107,0,2.871150624,2.565365667,1.457008575,0,1.564232364,0
1600012H06Rik,152.819506,119.4812841,128.5942947,121.5453764,95.77365156,84.50649738,91.85498372,80.55796674,133.9973784
1600014C10Rik,196.0876794,195.7021033,162.0936487,196.1952926,197.5331563,192.325132,201.3387017,157.9874687,163.4361963
1600014C23Rik,0,0,0,0,0,0,0,0,1.015131654
1600014K23Rik,0,0,0,0,0,0,0,0,0
1600015I10Rik,0,0,0,0,0,0,0,0,0
1600016N20Rik,0,0,0,0,0,0,0,1.564232364,1.015131654
1600019K03Rik,0,0,0,0,0,0,0,0,0
1600020E01Rik,63.52136093,37.08039852,49.70871894,22.96920499,47.88682578,29.14017151,37.11312473,43.01639001,35.5296079
1600023N17Rik,5.523596603,2.06002214,4.322497299,0.957050208,0,0,5.56696871,3.128464728,2.030263309
1600025M17Rik,0,0,0,0,0,0,0,0,0
1600029D21Rik,1.841198868,0,0,0.957050208,0,0,0.927828118,0,1.015131654
1600029I14Rik,0,0,0,0,0,0,0,0,4.060526617
1600029O15Rik,3.682397735,10.3001107,7.564370274,17.22690374,7.696097,11.6560686,14.84524989,7.821161819,10.15131654
1700001C02Rik,0,1.03001107,0,0.957050208,0,0,0,1.564232364,2.030263309
1700001C19Rik,0.920599434,2.06002214,0,0.957050208,0,0,0,0,2.030263309
1700001D01Rik,0,0,0,0,0,1.457008575,0,0,0
1700001F09Rik,0,0,0,0,0,0,0,0,0
1700001G11Rik,1.841198868,1.03001107,1.080624325,1.914100416,7.696097,0,2.783484355,2.346348546,1.015131654
1700001G17Rik,1.841198868,4.12004428,1.080624325,0.957050208,0,0,0.927828118,0.782116182,0
1700001J03Rik,0,0,0,0,1.710243778,0,0,1.564232364,0
1700001J11Rik,0.920599434,0,4.322497299,0.957050208,0,0,0,0,0
1700001K19Rik,0,0,0,0,0,0,0,0,0
1700001K23Rik,0,0,0,0,0,0,0,0,0
1700001L05Rik,42.34757396,51.5005535,38.90247569,22.96920499,47.03170389,49.53829157,45.4635778,64.13352692,28.42368632
1700001L19Rik,16.57078981,42.23045387,17.2899892,14.35575312,11.97170644,13.11307718,22.26787484,13.29597509,23.34802805
1700001O22Rik,24.85618471,26.78028782,24.85435947,17.22690374,16.24731589,14.57008575,22.26787484,11.73174273,15.22697481
1700001P01Rik,0,0,4.322497299,6.699351455,7.696097,2.914017151,3.711312473,3.128464728,1.015131654
1700003C15Rik,0,0,0,0,0,0,0,0,0
1700003D09Rik,0,0,1.080624325,0,0,0,0,0.782116182,0
1700003E16Rik,61.68016207,80.34086345,81.04682436,72.7358158,75.25072622,53.90931729,72.37059323,61.78717837,56.84737264
1700003F12Rik,0,1.03001107,2.16124865,2.871150624,0,0,0,0.782116182,0
1700003F17Rik,0,0,0,0,0,0,0,0,0
1700003G13Rik,0,0,0,0,0,0,0,0,0
1700003G18Rik,0.920599434,0,0,0,0,0,0,1.564232364,0
1700003H04Rik,0,0,0,0,0,0,0,0,0
1700003L19Rik,0,0,1.080624325,0,1.710243778,0,0.927828118,0,0
1700003M02Rik,2.761798301,5.15005535,1.080624325,1.914100416,0,1.457008575,6.494796828,10.94962655,23.34802805
1700003M07Rik,75.48915357,65.92070848,61.59558652,68.90761497,63.27901978,55.36632587,74.22624947,50.05543564,49.74145106
1700003P14Rik,0,0,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0,0
1700006F04Rik,0,4.12004428,2.16124865,0.957050208,4.275609444,0,2.783484355,1.564232364,2.030263309
1700006H21Rik,0,0,0,0,0,0,0,0,0
1700007B14Rik,3.682397735,5.15005535,6.483745949,3.828200832,6.840975111,0,3.711312473,7.821161819,4.060526617
1700007F19Rik,0,0,0,0,0,1.457008575,0,0.782116182,0
1700007G11Rik,0,1.03001107,0,0,0.855121889,0,0,3.128464728,3.045394963
1700007J10Rik,0,0,0,0,0,0,0,0,0
1700007K09Rik,0,0,0,0,0,1.457008575,0.927828118,0,0
1700007K13Rik,1.841198868,6.18006642,0,1.914100416,0.855121889,1.457008575,2.783484355,6.256929455,11.1664482
1700007L15Rik,0.920599434,1.03001107,1.080624325,0,2.565365667,2.914017151,0.927828118,1.564232364,2.030263309
1700007P06Rik,0.920599434,1.03001107,0,0,0.855121889,0,0,0,4.060526617
1700008A04Rik,0,0,0,0,0,0,0,0,0
1700008F21Rik,0,0,0,0,0,0,0,0,0
1700008I05Rik,0,0,0,0,0,0,0,0,0
1700008J07Rik,16.57078981,10.3001107,10.80624325,10.52755229,15.392194,5.828034302,6.494796828,13.29597509,5.075658272
1700008K24Rik,0,0,0,0,0,0,0,0,0
1700008O03Rik,1.841198868,4.12004428,4.322497299,0.957050208,2.565365667,4.371025726,1.855656237,1.564232364,0
1700008P02Rik,0,0,0,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,0,0,0.927828118,1.564232364,2.030263309
1700009J07Rik,0,0,0,0,0,0,0,1.564232364,0
1700009N14Rik,0,0,0,0,0,0,0,0,0
1700009P17Rik,0,7.21007749,1.080624325,0,1.710243778,0,0,8.603278001,9.136184889
1700010B08Rik,0,0,0,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0,0,0
1700010I14Rik,3.682397735,4.12004428,6.483745949,10.52755229,8.551218889,4.371025726,12.06176554,7.821161819,16.24210647
1700010J16Rik,0,0,0,0,0,0,0,0,0
1700010K23Rik,0,2.06002214,0,0,0,0,0,0,0
1700011A15Rik,0,0,0,0,0,0,0,0,0
1700011B04Rik,0,0,0,0,0,0,0,0,0
1700011E24Rik,0.920599434,0,1.080624325,0,0.855121889,0,2.783484355,1.564232364,2.030263309
1700011H14Rik,0,0,0,0,0,0,0,0,0
1700011I03Rik,0,0,0,0.957050208,3.420487556,0,0.927828118,0,0
1700011J10Rik,29.45918188,32.96035424,35.66060272,24.88330541,35.05999744,32.05418866,41.75226533,28.15618255,24.3631597
1700011L22Rik,0,0,0,0,0,0,0,0,1.015131654
1700011M02Rik,0,0,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0.855121889,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,1.564232364,3.045394963
1700012B15Rik,42.34757396,41.2004428,52.95059192,47.8525104,32.49463178,67.02239447,48.24706215,46.14485473,60.90789926
1700012D01Rik,10.12659377,7.21007749,7.564370274,6.699351455,5.130731333,4.371025726,3.711312473,2.346348546,5.075658272
1700012D14Rik,4.602997169,1.03001107,5.403121624,2.871150624,1.710243778,2.914017151,3.711312473,7.039045637,11.1664482
1700012I11Rik,0,0,0,0,0,0,0,0,0
1700012L04Rik,0,0,0,0,0,0,0,0,0
1700012P22Rik,0,0,0,0,0,0,0,0,0
1700013D24Rik,0,0,0,0,0,0,0,0,0
1700013F07Rik,6.444196037,7.21007749,4.322497299,4.78525104,2.565365667,1.457008575,3.711312473,7.039045637,5.075658272
1700013G23Rik,0.920599434,5.15005535,2.16124865,2.871150624,3.420487556,1.457008575,2.783484355,0,1.015131654
1700013G24Rik,0,0,0,0,0,0,0,0,0
1700013H16Rik,0,0,0,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0,0,0,0,0
1700015F17Rik,0.920599434,0,0,0,0,0,0,2.346348546,0
1700015G11Rik,0,0,0,0,0,0,0,0,0
1700016C15Rik,0,0,0,0,0,0,0,0,0
1700016D06Rik,0,0,0,0,0,0,0,0,0
1700016G22Rik,0,0,0,0,0,0,0,0,1.015131654
1700016H13Rik,0,0,0,0,0,0,0,0,0
1700016K19Rik,2.761798301,4.12004428,1.080624325,1.914100416,0,0,2.783484355,5.474813274,5.075658272
1700016L04Rik,1.841198868,0,0,0,0.855121889,0,0,0.782116182,1.015131654
1700016L21Rik,0,0,0,0,0,0,0,0,0
1700016P04Rik,0,0,0,0,0,0,0,0,0
1700017B05Rik,69.04495754,74.16079704,89.69181896,95.70502079,101.7595048,103.4476089,110.4115461,81.34008292,98.46777047
1700017D01Rik,0,0,0,0,0,0,0,0,0
1700017G19Rik,0,0,0,0,0,0,0,0,0
1700017J07Rik,0,0,0,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0.855121889,0,0,0,0
1700018A04Rik,0,0,0,0,0,1.457008575,0,0.782116182,0
1700018B08Rik,0,0,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0,0,0,0
1700018L02Rik,0,1.03001107,0,0,0,1.457008575,0.927828118,1.564232364,1.015131654
1700019A02Rik,1.841198868,0,2.16124865,0.957050208,0.855121889,2.914017151,0,0.782116182,2.030263309
1700019B03Rik,0.920599434,1.03001107,0,0,0,0,1.855656237,0,1.015131654
1700019B21Rik,0,0,0,0,0,0,0,0,0
1700019D03Rik,13.80899151,13.39014391,27.01560812,11.48460249,17.10243778,5.828034302,7.422624947,10.16751037,13.19671151
1700019E08Rik,0,0,0,0,0,0,0,0,0
1700019G17Rik,41.42697452,53.56057564,47.54747029,92.83387017,58.14828844,49.53829157,50.10271839,48.49120328,50.75658272
1700019G24Rik,0,2.06002214,1.080624325,0,0,1.457008575,0,0,3.045394963
1700019L03Rik,0,0,1.080624325,0,0,1.457008575,1.855656237,3.91058091,7.10592158
1700019M22Rik,0,0,0,0,0,0,0,0,0
1700019N19Rik,0.920599434,1.03001107,0,0,0,0,0.927828118,1.564232364,0
1700019O17Rik,0,0,0,0,0,0,0,0,2.030263309
1700020A23Rik,0,0,0,0,0,0,0,0,0
1700020D05Rik,16.57078981,13.39014391,11.88686757,10.52755229,13.68195022,13.11307718,25.0513592,14.86020746,13.19671151
1700020G17Rik,0,0,0,0,0,0,0,0,0
1700020I14Rik,396.778356,448.0548154,409.5566191,255.5324055,524.1897179,783.8706136,606.7995894,581.8944394,739.0158443
1700020L24Rik,1.841198868,0,0,1.914100416,0,0,0,0,0
1700020M21Rik,0,0,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,0,0,0,0,0
1700020N15Rik,0,0,0,0,0,0,0,0,0
1700020N18Rik,0,0,0,0,0.855121889,0,0,0,0
1700021F05Rik,80.09215074,55.62059778,73.48245409,66.99351455,64.98926356,64.10837732,74.22624947,61.00506219,68.01382084
1700021F07Rik,0,0,0,0,0,0,0,0,0
1700021K19Rik,516.4562824,523.2456235,471.1522056,523.5064637,387.3702157,413.7904354,428.6565907,442.677759,444.6276646
1700021N21Rik,3.682397735,0,0,0,0,0,0,0,0
1700022A21Rik,0,0,0,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0,0,0
1700022H16Rik,0,0,0,0,0,0,0,0,0
1700022I11Rik,0,0,0,0,0,0,0,0,0
1700022P22Rik,0,0,0,0,0,0,0,0,0
1700023A16Rik,0,0,0,0,0,0,0,0,0
1700023C21Rik,0,0,0,0,0,0,0,0,0
1700023E05Rik,0.920599434,1.03001107,1.080624325,1.914100416,0,0,0.927828118,0.782116182,1.015131654
1700023F02Rik,0,0,0,0,0,0,0,0,0
1700023F06Rik,0.920599434,0,2.16124865,0.957050208,3.420487556,4.371025726,1.855656237,5.474813274,1.015131654
1700023L04Rik,0,2.06002214,0,0,1.710243778,0,0,0,2.030263309
1700024B18Rik,0,0,0,0,0,0,0,0,0
1700024F13Rik,1.841198868,0,0,0,0,0,0,0,2.030263309
1700024G13Rik,0,0,0,0,0,0,0.927828118,1.564232364,4.060526617
1700024P03Rik,0,0,0,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0,0,0,0
1700024P16Rik,10.12659377,58.71063099,35.66060272,21.05510457,10.26146267,18.94111148,17.62873425,21.11713691,43.65066114
1700025B11Rik,0,0,0,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0,0,0,0
1700025E21Rik,1.841198868,2.06002214,1.080624325,0,0,0,0,1.564232364,2.030263309
1700025F22Rik,0,0,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,1.457008575,0,0,0
1700025G04Rik,403.222552,423.3345497,472.23283,489.0526562,537.0165462,780.9565965,658.757964,550.6097921,503.5053005
1700025K24Rik,0,0,0,0,0,0,0,0,0
1700025M24Rik,1.841198868,0,0,0,0,0,0,0,0
1700025N23Rik,0,0,0,0,0,0,0,0,0
1700026D08Rik,1.841198868,10.3001107,3.241872975,2.871150624,0.855121889,2.914017151,3.711312473,3.128464728,6.090789926
1700026D11Rik,0,0,0,0,0,0,1.855656237,0,0
1700026F02Rik,0,0,0,0,0,0,0,0,0
1700026L06Rik,0,2.06002214,0,0,0,0,0.927828118,3.91058091,1.015131654
1700027A15Rik,0,0,0,0,0,1.457008575,0,0.782116182,0
1700027F09Rik,0,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0,0,0,0
1700027J07Rik,0,0,0,0,0,0,0,0,0
1700028B04Rik,0,0,0,0,0,0,0,0,0
1700028D13Rik,0,0,0,0,0,0,0,0,0
1700028E10Rik,2.761798301,3.09003321,5.403121624,0,1.710243778,5.828034302,0.927828118,3.128464728,7.10592158
1700028I16Rik,0,0,0,0,0,0,0,0,0
1700028J19Rik,2.761798301,3.09003321,0,2.871150624,1.710243778,1.457008575,9.278281183,0.782116182,1.015131654
1700028K03Rik,5.523596603,3.09003321,5.403121624,3.828200832,11.11658456,10.19906003,6.494796828,5.474813274,9.136184889
1700028M03Rik,0,0,0,0,0,0,0,0.782116182,0
1700028P14Rik,1.841198868,3.09003321,1.080624325,4.78525104,5.130731333,2.914017151,0,6.256929455,9.136184889
1700028P15Rik,0,0,0,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0,0,0
1700029H14Rik,0,1.03001107,2.16124865,0,0,0,0.927828118,0.782116182,0
1700029I15Rik,0,6.18006642,3.241872975,0.957050208,5.985853222,2.914017151,3.711312473,7.039045637,3.045394963
1700029J03Rik,0,0,0,0,0,0,0,0,0
1700029J07Rik,31.30038075,16.48017712,23.77373515,13.39870291,10.26146267,18.94111148,30.61832791,32.84887964,30.45394963
1700029M20Rik,0,0,0,0,0,0,0,0.782116182,0
1700029N11Rik,0,0,0,0,0,0,0,0,0
1700029P11Rik,0,0,0,0,0,0,0,0,0
1700030A11Rik,0,0,2.16124865,0.957050208,0,0,0.927828118,0,0
1700030C10Rik,0,0,0,2.871150624,0,0,0,0,0
1700030F04Rik,0,0,0,0,0.855121889,0,0,0,0
1700030F18Rik,0,0,0,0,0,0,0,0,0
1700030J22Rik,11.96779264,23.69025461,32.41872975,19.14100416,9.406340778,14.57008575,19.48439049,21.11713691,35.5296079
1700030K09Rik,69.96555697,48.41052029,45.38622164,44.02430956,58.14828844,26.22615436,61.23665581,55.53024892,46.6960561
1700030L20Rik,0,0,0,0,0,0,0,0,0
1700030M09Rik,0,0,0,0,0,0,0,0,1.015131654
1700030N03Rik,0,0,0,0,0,0,0,0,0
1700030O20Rik,0,0,0,0,0,0,0,0,0
1700031A10Rik,0,0,0,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0,0,0,0
1700034F02Rik,1.841198868,1.03001107,4.322497299,7.656401663,0.855121889,0,2.783484355,3.91058091,5.075658272
1700034G24Rik,0,0,0,0,0,0,0,0,0
1700034H15Rik,5.523596603,0,1.080624325,0.957050208,5.985853222,7.285042877,5.56696871,7.821161819,2.030263309
1700034I23Rik,0,0,0,0,0,0,0,0,0
1700034J05Rik,0,0,0,0.957050208,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0,0,0,0
1700034O15Rik,0,0,0,0,0,0,0,0,0
1700034P13Rik,0,0,0,0,0,0,0,0.782116182,2.030263309
1700036G14Rik,0,0,0,0,0,0,0,0,0
1700037C18Rik,11.04719321,9.270099629,7.564370274,6.699351455,13.68195022,4.371025726,4.639140592,10.16751037,10.15131654
1700037H04Rik,47.87117056,94.76101843,57.27308922,68.90761497,38.480485,55.36632587,57.52534334,44.58062237,58.87763595
1700039E15Rik,0,0,0,0,0,0,0,0,0
1700039E22Rik,0.920599434,1.03001107,1.080624325,0.957050208,0,2.914017151,0,0,0
1700040L02Rik,7.36479547,8.240088559,2.16124865,7.656401663,0.855121889,2.914017151,5.56696871,9.385394183,10.15131654
1700040N02Rik,0.920599434,1.03001107,2.16124865,3.828200832,0,0,0.927828118,0,2.030263309
1700041C23Rik,0,0,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0,0,0
1700042B14Rik,0,0,0,0,0,0,0,0,0
1700042G07Rik,0,0,0,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,0,0,0,0,0
1700042O10Rik,0.920599434,0,0,0,0,0,0,0,0
1700044C05Rik,0,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0,0
1700045H11Rik,0,0,0,0,0,0,0,0,0
1700045I19Rik,3.682397735,3.09003321,3.241872975,1.914100416,0,0,0,1.564232364,3.045394963
1700046C09Rik,0,0,0,0,0,0,0,0,0
